CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
140,IPC,420,1,1
140,IPC,468,1,2
141,NDPS,21,1,1
142,IPC,379,1,1
143,IPC,379,1,1
144,IPC,380,1,1
144,IPC,454,1,2
145,IT,66C,1,1
145,IT,66D,1,2
146,IPC,354,1,1
147,IPC,354,1,1
148,SCST,3,1,1
149,IPC,420,1,1
150,NDPS,21,1,1
151,IPC,302,1,1
152,IPC,302,1,1
153,IPC,420,1,1
153,IPC,468,1,2
154,IT,66D,1,1
155,IPC,420,1,1
156,IPC,392,1,1
157,IPC,323,1,1
158,IPC,498A,1,1
158,DV,3,1,2
159,IPC,323,1,1
160,IPC,379,1,1
161,IPC,380,1,1
161,IPC,454,1,2
162,IPC,323,1,1
163,IPC,392,1,1
164,IPC,498A,1,1
164,DV,3,1,2
165,IPC,302,1,1
166,IPC,420,1,1
166,IPC,468,1,2
167,IPC,379,1,1
168,IPC,420,1,1
169,IPC,380,1,1
169,IPC,454,1,2
170,IPC,376,1,1
171,IPC,392,1,1
172,NDPS,20,1,1
173,IPC,354,1,1
174,IPC,326,1,1
175,IPC,498A,1,1
175,DV,3,1,2
176,IPC,326,1,1
177,IPC,379,1,1
178,IT,66D,1,1
179,IPC,302,1,1
180,SCST,3,1,1
181,IPC,380,1,1
181,IPC,454,1,2
182,IPC,498A,1,1
182,DV,3,1,2
183,IPC,307,1,1
184,IPC,380,1,1
184,IPC,454,1,2
185,IPC,380,1,1
185,IPC,454,1,2
186,IPC,323,1,1
187,IPC,420,1,1
188,SCST,3,1,1
189,IPC,307,1,1
190,IPC,420,1,1
191,IPC,323,1,1
192,IPC,307,1,1
193,IPC,323,1,1
194,IPC,392,1,1
195,IPC,302,1,1
196,IPC,498A,1,1
196,DV,3,1,2
197,SCST,3,1,1
198,IPC,323,1,1
199,IPC,380,1,1
199,IPC,454,1,2
200,IPC,498A,1,1
200,DV,3,1,2
201,IPC,392,1,1
202,IPC,323,1,1
203,SCST,3,1,1
204,NDPS,20,1,1
205,IPC,379,1,1
206,IPC,326,1,1
207,IPC,379,1,1
208,SCST,3,1,1
209,IPC,420,1,1
209,IPC,468,1,2
210,IPC,392,1,1
211,IPC,379,1,1
212,IPC,392,1,1
213,SCST,3,1,1
214,IPC,392,1,1
215,IPC,323,1,1
216,IPC,380,1,1
216,IPC,454,1,2
217,IPC,380,1,1
217,IPC,454,1,2
218,SCST,3,1,1
219,IPC,420,1,1
220,IPC,307,1,1
221,IPC,323,1,1
222,IPC,323,1,1
223,IPC,379,1,1
224,IPC,498A,1,1
224,DV,3,1,2
225,NDPS,21,1,1
226,IPC,323,1,1
227,IPC,326,1,1
228,IPC,498A,1,1
228,DV,3,1,2
229,IPC,379,1,1
230,IPC,392,1,1
231,IPC,376,1,1
232,IPC,379,1,1
233,NDPS,21,1,1
234,IPC,392,1,1
235,IPC,354,1,1
236,IPC,392,1,1
237,IPC,323,1,1
238,IPC,392,1,1
239,IPC,307,1,1
240,IPC,380,1,1
240,IPC,454,1,2
241,IPC,354,1,1
242,NDPS,21,1,1
243,IPC,420,1,1
243,IPC,468,1,2
244,IPC,354,1,1
245,SCST,3,1,1
246,IPC,376,1,1
247,IPC,307,1,1
248,NDPS,21,1,1
249,NDPS,20,1,1
250,IPC,392,1,1
251,NDPS,21,1,1
252,IPC,326,1,1
253,IPC,498A,1,1
253,DV,3,1,2
254,SCST,3,1,1
255,IPC,323,1,1
256,IPC,354,1,1
257,IPC,323,1,1
258,IPC,420,1,1
259,IPC,380,1,1
259,IPC,454,1,2
260,IPC,498A,1,1
260,DV,3,1,2
261,IPC,354,1,1
262,IPC,498A,1,1
262,DV,3,1,2
263,IPC,354,1,1
264,IPC,323,1,1
265,IPC,392,1,1
266,IPC,498A,1,1
266,DV,3,1,2
267,IPC,376,1,1
268,IPC,379,1,1
269,IPC,379,1,1
270,IPC,380,1,1
270,IPC,454,1,2
271,IPC,376,1,1
272,IPC,392,1,1
273,IPC,380,1,1
273,IPC,454,1,2
274,IPC,323,1,1
275,IPC,323,1,1
276,IPC,379,1,1
277,IPC,420,1,1
277,IPC,468,1,2
278,IPC,379,1,1
279,IPC,323,1,1
280,IPC,323,1,1
281,IPC,498A,1,1
281,DV,3,1,2
282,IPC,392,1,1
283,SCST,3,1,1
284,IPC,420,1,1
285,IPC,392,1,1
286,IPC,379,1,1
287,IPC,379,1,1
288,SCST,3,1,1
289,IPC,323,1,1
290,IPC,376,1,1
291,IPC,392,1,1
292,IPC,380,1,1
292,IPC,454,1,2
293,IPC,379,1,1
294,IPC,379,1,1
295,IT,66D,1,1
296,IT,66D,1,1
297,IPC,379,1,1
298,IPC,376,1,1
299,IPC,498A,1,1
299,DV,3,1,2
300,NDPS,20,1,1
301,IPC,376,1,1
302,IPC,392,1,1
303,IPC,380,1,1
303,IPC,454,1,2
304,IPC,376,1,1
305,IPC,420,1,1
306,IPC,380,1,1
306,IPC,454,1,2
307,IPC,379,1,1
308,IT,66C,1,1
308,IT,66D,1,2
309,IPC,380,1,1
309,IPC,454,1,2
310,IPC,380,1,1
310,IPC,454,1,2
311,IPC,420,1,1
311,IPC,468,1,2
312,IPC,379,1,1
313,IPC,379,1,1
314,IPC,323,1,1
315,IPC,307,1,1
316,IPC,307,1,1
317,IPC,302,1,1
318,IPC,323,1,1
319,IPC,376,1,1
320,IPC,380,1,1
320,IPC,454,1,2
321,IPC,323,1,1
322,IPC,354,1,1
323,IPC,498A,1,1
323,DV,3,1,2
324,IPC,392,1,1
325,IT,66D,1,1
326,NDPS,20,1,1
327,IPC,376,1,1
328,NDPS,20,1,1
329,IPC,354,1,1
330,IPC,323,1,1
331,IPC,379,1,1
332,IPC,326,1,1
333,IPC,354,1,1
334,IPC,380,1,1
334,IPC,454,1,2
335,IPC,392,1,1
336,IPC,379,1,1
337,IPC,354,1,1
338,SCST,3,1,1
339,IPC,379,1,1
340,IPC,307,1,1
341,IPC,498A,1,1
341,DV,3,1,2
342,IPC,498A,1,1
342,DV,3,1,2
343,IPC,380,1,1
343,IPC,454,1,2
344,IPC,307,1,1
345,IPC,376,1,1
346,IPC,302,1,1
347,IPC,307,1,1
348,IPC,498A,1,1
348,DV,3,1,2
349,IPC,354,1,1
350,IPC,323,1,1
351,IPC,380,1,1
351,IPC,454,1,2
352,NDPS,21,1,1
353,IPC,420,1,1
354,IPC,307,1,1
355,IPC,379,1,1
356,IPC,326,1,1
357,IPC,302,1,1
358,IPC,392,1,1
359,IPC,420,1,1
360,IPC,379,1,1
361,IPC,376,1,1
362,IPC,307,1,1
363,IPC,498A,1,1
363,DV,3,1,2
364,IPC,323,1,1
365,IPC,420,1,1
366,IPC,420,1,1
367,IPC,379,1,1
368,IPC,379,1,1
369,IPC,380,1,1
369,IPC,454,1,2
370,IPC,323,1,1
371,IPC,379,1,1
372,SCST,3,1,1
373,IPC,380,1,1
373,IPC,454,1,2
374,IPC,392,1,1
375,IPC,379,1,1
376,IPC,302,1,1
377,IPC,307,1,1
378,IPC,302,1,1
379,IT,66D,1,1
380,IPC,379,1,1
381,IPC,392,1,1
382,IPC,392,1,1
383,IPC,302,1,1
384,IPC,307,1,1
385,IPC,379,1,1
386,IPC,392,1,1
387,IPC,354,1,1
388,IPC,354,1,1
389,IPC,326,1,1
390,IPC,323,1,1
391,IPC,392,1,1
392,IPC,420,1,1
393,IPC,307,1,1
394,IPC,380,1,1
394,IPC,454,1,2
395,IPC,302,1,1
396,IPC,376,1,1
397,IT,66C,1,1
397,IT,66D,1,2
398,IPC,379,1,1
399,IPC,323,1,1
400,IPC,380,1,1
400,IPC,454,1,2
401,IPC,307,1,1
402,IPC,326,1,1
403,IT,66D,1,1
404,IPC,380,1,1
404,IPC,454,1,2
405,NDPS,20,1,1
406,IT,66D,1,1
407,IPC,354,1,1
408,IPC,379,1,1
409,IPC,307,1,1
410,IPC,392,1,1
411,IPC,326,1,1
412,IPC,498A,1,1
412,DV,3,1,2
413,IPC,380,1,1
413,IPC,454,1,2
414,IPC,323,1,1
415,IPC,379,1,1
416,IPC,420,1,1
417,IPC,420,1,1
417,IPC,468,1,2
418,IPC,392,1,1
419,SCST,3,1,1
420,IPC,354,1,1
421,IPC,498A,1,1
421,DV,3,1,2
422,IPC,323,1,1
423,IPC,323,1,1
424,SCST,3,1,1
425,IPC,376,1,1
426,SCST,3,1,1
427,IPC,323,1,1
428,IPC,302,1,1
429,IPC,323,1,1
430,SCST,3,1,1
431,IPC,392,1,1
432,IPC,420,1,1
433,IPC,326,1,1
434,IPC,379,1,1
435,IPC,380,1,1
435,IPC,454,1,2
436,IPC,392,1,1
437,NDPS,20,1,1
438,IPC,420,1,1
439,IPC,379,1,1
440,IPC,302,1,1
441,IPC,379,1,1
442,SCST,3,1,1
443,IPC,307,1,1
444,IPC,323,1,1
445,IPC,380,1,1
445,IPC,454,1,2
446,IPC,323,1,1
447,IPC,498A,1,1
447,DV,3,1,2
448,IPC,379,1,1
449,IPC,302,1,1
450,IPC,380,1,1
450,IPC,454,1,2
451,IPC,323,1,1
452,IPC,392,1,1
453,IPC,392,1,1
454,SCST,3,1,1
455,IPC,326,1,1
456,IPC,323,1,1
457,SCST,3,1,1
458,IPC,380,1,1
458,IPC,454,1,2
459,IPC,323,1,1
460,SCST,3,1,1
461,IPC,323,1,1
462,IPC,379,1,1
463,IPC,307,1,1
464,IT,66C,1,1
464,IT,66D,1,2
465,SCST,3,1,1
466,IPC,326,1,1
467,SCST,3,1,1
468,IPC,379,1,1
469,IPC,302,1,1
470,SCST,3,1,1
471,IPC,376,1,1
472,NDPS,21,1,1
473,IPC,420,1,1
474,IPC,392,1,1
475,IPC,307,1,1
476,IPC,392,1,1
477,IPC,323,1,1
478,IPC,323,1,1
479,IPC,307,1,1
480,IPC,326,1,1
481,IPC,326,1,1
482,IPC,392,1,1
483,IPC,380,1,1
483,IPC,454,1,2
484,IPC,392,1,1
485,IPC,392,1,1
486,IPC,379,1,1
487,IPC,326,1,1
488,IPC,392,1,1
489,SCST,3,1,1
490,IPC,326,1,1
491,IPC,376,1,1
492,IPC,307,1,1
493,IT,66D,1,1
494,IPC,323,1,1
495,IPC,326,1,1
496,IPC,392,1,1
497,IPC,379,1,1
498,IPC,354,1,1
499,IPC,323,1,1
500,IPC,392,1,1
501,IPC,392,1,1
502,IPC,323,1,1
503,IPC,302,1,1
504,SCST,3,1,1
505,IT,66C,1,1
505,IT,66D,1,2
506,IPC,392,1,1
507,IT,66C,1,1
507,IT,66D,1,2
508,IT,66C,1,1
508,IT,66D,1,2
509,IPC,302,1,1
510,IPC,302,1,1
511,IPC,379,1,1
512,NDPS,21,1,1
513,IPC,376,1,1
514,IT,66C,1,1
514,IT,66D,1,2
515,IPC,498A,1,1
515,DV,3,1,2
516,IPC,392,1,1
517,IPC,323,1,1
518,IPC,354,1,1
519,IPC,380,1,1
519,IPC,454,1,2
520,IPC,302,1,1
521,IT,66D,1,1
522,SCST,3,1,1
523,IPC,302,1,1
524,IT,66D,1,1
525,SCST,3,1,1
526,IPC,379,1,1
527,IPC,323,1,1
528,IPC,420,1,1
529,IPC,323,1,1
530,IPC,302,1,1
531,IPC,392,1,1
532,IPC,323,1,1
533,IPC,302,1,1
534,IPC,392,1,1
535,IPC,380,1,1
535,IPC,454,1,2
536,IPC,354,1,1
537,IPC,326,1,1
538,NDPS,20,1,1
539,IPC,380,1,1
539,IPC,454,1,2
540,IT,66D,1,1
541,IPC,379,1,1
542,IPC,420,1,1
542,IPC,468,1,2
543,IPC,376,1,1
544,IPC,392,1,1
545,IPC,307,1,1
546,IPC,392,1,1
547,IPC,376,1,1
548,IPC,498A,1,1
548,DV,3,1,2
549,IT,66C,1,1
549,IT,66D,1,2
550,SCST,3,1,1
551,IPC,392,1,1
552,IPC,392,1,1
553,IPC,323,1,1
554,IPC,392,1,1
555,IPC,307,1,1
556,IPC,307,1,1
557,IPC,420,1,1
557,IPC,468,1,2
558,SCST,3,1,1
559,IPC,302,1,1
560,IPC,420,1,1
561,IPC,376,1,1
562,IPC,420,1,1
563,IPC,379,1,1
564,NDPS,20,1,1
565,IPC,392,1,1
566,IPC,498A,1,1
566,DV,3,1,2
567,NDPS,20,1,1
568,IPC,379,1,1
569,IPC,307,1,1
570,IPC,498A,1,1
570,DV,3,1,2
571,IPC,379,1,1
572,IPC,379,1,1
573,IPC,354,1,1
574,IPC,302,1,1
575,IPC,326,1,1
576,IPC,498A,1,1
576,DV,3,1,2
577,NDPS,20,1,1
578,IPC,307,1,1
579,NDPS,21,1,1
580,IT,66D,1,1
581,IPC,326,1,1
582,IPC,307,1,1
583,IPC,392,1,1
584,IPC,323,1,1
585,IPC,323,1,1
586,NDPS,20,1,1
587,NDPS,20,1,1
588,IPC,420,1,1
588,IPC,468,1,2
589,SCST,3,1,1
590,IPC,323,1,1
591,IPC,323,1,1
592,IPC,302,1,1
593,IPC,420,1,1
593,IPC,468,1,2
594,IPC,498A,1,1
594,DV,3,1,2
595,IPC,420,1,1
595,IPC,468,1,2
596,IPC,420,1,1
596,IPC,468,1,2
597,SCST,3,1,1
598,NDPS,21,1,1
599,IPC,302,1,1
600,IPC,323,1,1
601,IPC,323,1,1
602,IPC,326,1,1
603,IPC,379,1,1
604,IPC,354,1,1
605,SCST,3,1,1
606,IPC,498A,1,1
606,DV,3,1,2
607,IPC,380,1,1
607,IPC,454,1,2
608,IPC,379,1,1
609,IPC,379,1,1
610,IPC,498A,1,1
610,DV,3,1,2
611,IPC,302,1,1
612,IPC,379,1,1
613,IPC,323,1,1
614,SCST,3,1,1
615,IPC,379,1,1
616,IT,66D,1,1
617,IPC,420,1,1
618,IPC,379,1,1
619,IPC,376,1,1
620,IPC,354,1,1
621,IPC,302,1,1
622,IPC,498A,1,1
622,DV,3,1,2
623,NDPS,21,1,1
624,SCST,3,1,1
625,IPC,323,1,1
626,IPC,498A,1,1
626,DV,3,1,2
627,IPC,420,1,1
627,IPC,468,1,2
628,IPC,323,1,1
629,IT,66D,1,1
630,IPC,376,1,1
631,IPC,420,1,1
631,IPC,468,1,2
632,IPC,354,1,1
633,IPC,392,1,1
634,IPC,392,1,1
635,IPC,379,1,1
636,IPC,323,1,1
637,IPC,379,1,1
638,IPC,307,1,1
639,IT,66D,1,1
640,IT,66D,1,1
641,IPC,326,1,1
642,IPC,420,1,1
642,IPC,468,1,2
643,IPC,380,1,1
643,IPC,454,1,2
644,IPC,302,1,1
645,IT,66D,1,1
646,SCST,3,1,1
647,IPC,323,1,1
648,IPC,323,1,1
649,IT,66C,1,1
649,IT,66D,1,2
650,IPC,379,1,1
651,IPC,323,1,1
652,IPC,498A,1,1
652,DV,3,1,2
653,IPC,392,1,1
654,IPC,420,1,1
654,IPC,468,1,2
655,IPC,323,1,1
656,IPC,498A,1,1
656,DV,3,1,2
657,IPC,420,1,1
658,IPC,376,1,1
659,IPC,323,1,1
660,IPC,354,1,1
661,IPC,376,1,1
662,IT,66C,1,1
662,IT,66D,1,2
663,IPC,392,1,1
664,IPC,379,1,1
665,IT,66C,1,1
665,IT,66D,1,2
666,IPC,498A,1,1
666,DV,3,1,2
667,NDPS,20,1,1
668,IPC,379,1,1
669,IPC,392,1,1
670,IPC,379,1,1
671,SCST,3,1,1
672,SCST,3,1,1
673,IPC,392,1,1
674,IPC,354,1,1
675,IPC,323,1,1
676,IPC,376,1,1
677,IPC,307,1,1
678,IPC,420,1,1
679,IPC,498A,1,1
679,DV,3,1,2
680,IPC,302,1,1
681,IPC,392,1,1
682,IPC,326,1,1
683,SCST,3,1,1
684,IPC,376,1,1
685,IPC,420,1,1
686,IT,66C,1,1
686,IT,66D,1,2
687,IPC,323,1,1
688,IPC,392,1,1
689,IPC,376,1,1
690,IPC,376,1,1
691,IPC,420,1,1
692,IPC,354,1,1
693,IPC,302,1,1
694,IPC,323,1,1
695,IPC,326,1,1
696,NDPS,21,1,1
697,IPC,326,1,1
698,IPC,380,1,1
698,IPC,454,1,2
699,IT,66D,1,1
700,IPC,354,1,1
701,IPC,323,1,1
702,IPC,380,1,1
702,IPC,454,1,2
703,IT,66C,1,1
703,IT,66D,1,2
704,IPC,326,1,1
705,IPC,323,1,1
706,IPC,420,1,1
707,NDPS,20,1,1
708,NDPS,21,1,1
709,IPC,498A,1,1
709,DV,3,1,2
710,IPC,380,1,1
710,IPC,454,1,2
711,IPC,376,1,1
712,IPC,498A,1,1
712,DV,3,1,2
713,IPC,392,1,1
714,IPC,302,1,1
715,IPC,379,1,1
716,IPC,392,1,1
717,IPC,392,1,1
718,IPC,323,1,1
719,IPC,307,1,1
720,IPC,379,1,1
721,IPC,354,1,1
722,NDPS,21,1,1
723,IPC,379,1,1
724,IPC,326,1,1
725,IPC,498A,1,1
725,DV,3,1,2
726,IPC,323,1,1
727,IT,66D,1,1
728,IPC,354,1,1
729,IPC,376,1,1
730,IPC,498A,1,1
730,DV,3,1,2
731,IPC,392,1,1
732,IPC,392,1,1
733,IPC,392,1,1
734,NDPS,21,1,1
735,IPC,380,1,1
735,IPC,454,1,2
736,IPC,379,1,1
737,IT,66D,1,1
738,IPC,498A,1,1
738,DV,3,1,2
739,IPC,307,1,1
740,IPC,323,1,1
741,IPC,498A,1,1
741,DV,3,1,2
742,IPC,354,1,1
743,IPC,498A,1,1
743,DV,3,1,2
744,NDPS,21,1,1
745,IPC,323,1,1
746,IPC,379,1,1
747,IPC,376,1,1
748,IT,66D,1,1
749,SCST,3,1,1
750,IPC,307,1,1
751,IPC,376,1,1
752,IPC,498A,1,1
752,DV,3,1,2
753,IPC,326,1,1
754,IPC,379,1,1
755,IPC,307,1,1
756,IPC,392,1,1
757,IPC,379,1,1
758,IPC,392,1,1
759,IPC,376,1,1
760,IPC,379,1,1
761,IPC,323,1,1
762,IPC,392,1,1
763,NDPS,20,1,1
764,IPC,379,1,1
765,IT,66D,1,1
766,IPC,498A,1,1
766,DV,3,1,2
767,IPC,392,1,1
768,IPC,392,1,1
769,IPC,326,1,1
770,IPC,354,1,1
771,IPC,376,1,1
772,NDPS,20,1,1
773,IPC,380,1,1
773,IPC,454,1,2
774,IPC,323,1,1
775,IPC,379,1,1
776,IPC,380,1,1
776,IPC,454,1,2
777,IPC,307,1,1
778,NDPS,21,1,1
779,IPC,307,1,1
780,IT,66C,1,1
780,IT,66D,1,2
781,IPC,323,1,1
782,IPC,379,1,1
783,IPC,392,1,1
784,IPC,307,1,1
785,IPC,498A,1,1
785,DV,3,1,2
786,IPC,392,1,1
787,IPC,323,1,1
788,IPC,498A,1,1
788,DV,3,1,2
789,SCST,3,1,1
790,IPC,307,1,1
791,IPC,302,1,1
792,IPC,498A,1,1
792,DV,3,1,2
793,SCST,3,1,1
794,IPC,302,1,1
795,IPC,326,1,1
796,SCST,3,1,1
797,IPC,323,1,1
798,IPC,326,1,1
799,IPC,307,1,1
800,IPC,326,1,1
801,IPC,392,1,1
802,IPC,323,1,1
803,SCST,3,1,1
804,IPC,379,1,1
805,IPC,302,1,1
806,IPC,307,1,1
807,IT,66D,1,1
808,IPC,379,1,1
809,IPC,379,1,1
810,IPC,376,1,1
811,IPC,326,1,1
812,IPC,326,1,1
813,IT,66C,1,1
813,IT,66D,1,2
814,IPC,392,1,1
815,IPC,326,1,1
816,SCST,3,1,1
817,IPC,379,1,1
818,IPC,392,1,1
819,IPC,307,1,1
820,IPC,379,1,1
821,IPC,420,1,1
821,IPC,468,1,2
822,IPC,498A,1,1
822,DV,3,1,2
823,IPC,379,1,1
824,IPC,392,1,1
825,IPC,379,1,1
826,IPC,323,1,1
827,IPC,392,1,1
828,IPC,420,1,1
829,IPC,302,1,1
830,SCST,3,1,1
831,IPC,379,1,1
832,IPC,498A,1,1
832,DV,3,1,2
833,IPC,302,1,1
834,IPC,379,1,1
835,IT,66C,1,1
835,IT,66D,1,2
836,IPC,392,1,1
837,IPC,392,1,1
838,IPC,420,1,1
839,IPC,302,1,1
840,NDPS,20,1,1
841,IPC,302,1,1
842,IPC,420,1,1
843,IPC,379,1,1
844,IPC,379,1,1
845,IPC,392,1,1
846,IPC,379,1,1
847,IPC,380,1,1
847,IPC,454,1,2
848,IPC,392,1,1
849,IPC,326,1,1
850,IPC,380,1,1
850,IPC,454,1,2
851,IPC,302,1,1
852,IPC,302,1,1
853,SCST,3,1,1
854,IPC,307,1,1
855,IPC,420,1,1
855,IPC,468,1,2
856,IPC,326,1,1
857,IPC,498A,1,1
857,DV,3,1,2
858,IPC,379,1,1
859,IPC,379,1,1
860,IPC,376,1,1
861,IPC,379,1,1
862,IPC,379,1,1
863,IPC,392,1,1
864,IPC,380,1,1
864,IPC,454,1,2
865,IPC,323,1,1
866,IPC,354,1,1
867,IPC,379,1,1
868,IPC,323,1,1
869,IPC,392,1,1
870,IPC,376,1,1
871,IPC,392,1,1
872,SCST,3,1,1
873,SCST,3,1,1
874,IT,66C,1,1
874,IT,66D,1,2
875,IPC,323,1,1
876,IPC,392,1,1
877,IPC,380,1,1
877,IPC,454,1,2
878,IPC,392,1,1
879,IPC,354,1,1
880,IPC,323,1,1
881,IPC,326,1,1
882,IPC,379,1,1
883,IPC,392,1,1
884,IPC,420,1,1
884,IPC,468,1,2
885,IPC,354,1,1
886,IPC,323,1,1
887,IPC,379,1,1
888,IPC,392,1,1
889,IPC,380,1,1
889,IPC,454,1,2
890,IPC,380,1,1
890,IPC,454,1,2
891,IPC,302,1,1
892,IPC,380,1,1
892,IPC,454,1,2
893,IPC,420,1,1
894,IPC,302,1,1
895,IPC,498A,1,1
895,DV,3,1,2
896,IPC,323,1,1
897,IPC,323,1,1
898,IPC,307,1,1
899,IPC,392,1,1
900,IPC,302,1,1
901,IPC,379,1,1
902,IPC,354,1,1
903,IPC,302,1,1
904,IPC,323,1,1
905,IPC,323,1,1
906,IPC,307,1,1
907,IPC,376,1,1
908,IT,66C,1,1
908,IT,66D,1,2
909,IPC,420,1,1
910,IPC,326,1,1
911,SCST,3,1,1
912,IPC,307,1,1
913,IPC,323,1,1
914,IPC,354,1,1
915,IPC,354,1,1
916,IPC,323,1,1
917,NDPS,20,1,1
918,SCST,3,1,1
919,IPC,379,1,1
920,IPC,380,1,1
920,IPC,454,1,2
921,IPC,379,1,1
922,IT,66D,1,1
923,IT,66D,1,1
924,IPC,498A,1,1
924,DV,3,1,2
925,IPC,354,1,1
926,SCST,3,1,1
927,IPC,354,1,1
928,IPC,323,1,1
929,IPC,380,1,1
929,IPC,454,1,2
930,IPC,323,1,1
931,IPC,323,1,1
932,IPC,302,1,1
933,IPC,379,1,1
934,IPC,379,1,1
935,SCST,3,1,1
936,IT,66D,1,1
937,IPC,392,1,1
938,IPC,380,1,1
938,IPC,454,1,2
939,IPC,392,1,1
940,IPC,326,1,1
941,IPC,379,1,1
942,IPC,323,1,1
943,IPC,380,1,1
943,IPC,454,1,2
944,IPC,326,1,1
945,IT,66C,1,1
945,IT,66D,1,2
946,IPC,379,1,1
947,IPC,323,1,1
948,IPC,302,1,1
949,IPC,379,1,1
950,IPC,392,1,1
951,IPC,420,1,1
952,IPC,323,1,1
953,IPC,379,1,1
954,IT,66C,1,1
954,IT,66D,1,2
955,IPC,379,1,1
956,IPC,307,1,1
957,SCST,3,1,1
958,IPC,302,1,1
959,IPC,323,1,1
960,IPC,379,1,1
961,IPC,307,1,1
962,IPC,323,1,1
963,IPC,323,1,1
964,IT,66D,1,1
965,IPC,392,1,1
966,IPC,376,1,1
967,IPC,392,1,1
968,IPC,498A,1,1
968,DV,3,1,2
969,IT,66D,1,1
970,IPC,354,1,1
971,IT,66D,1,1
972,IPC,392,1,1
973,IPC,379,1,1
974,IPC,326,1,1
975,IPC,392,1,1
976,IPC,307,1,1
977,IPC,376,1,1
978,IPC,354,1,1
979,IPC,354,1,1
980,IPC,392,1,1
981,IPC,392,1,1
982,IPC,379,1,1
983,IPC,420,1,1
984,IPC,326,1,1
